ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Value,Price,Annex,Total,overun_%,clean_overun_%
1672,VITI,Supply,Unknown,5,Furnizimi me material reklamues te gravuar dhe solemn per nevojat e komunes,2013,DESIGN PROJECT TECHNOLOGY,Prishtine,1-Mar-13,9900,9858,0,9858,0,0
1673,GJILAN,Jobs,2,120,"Rreug. i kanalizimit te qendra per aftesimin profesional ""7 Korriku,dhe ujsjellsi lagja e 8",2012,S6G CONSTRUCTION,Gjilan,21-Nov-12,9200,9160,Not Provided,9160,0,0
1674,HANI I ELEZIT,Services,1,27,Sherbimi I matjes dhe regjistrimi I rrugeve publike te Hanit te Elezit,2014,GEODATA NPSH,Kacanik,18-Aug-14,9000,8960.5,0,8960.5,0,0
1675,GJAKOVè,Jobs,2,87,"""Ndertimi i rruges ""Deshmoret e Lirise""",2011,EUROASPHALT,Gjakove,20-Apr-11,683470.28,680470.28,Not Provided,680470.28,0,0
1676,KACANIK,Supply,"1, 3",75,Furnizim me banka dhe karrige shkollore per Gjimnazin Skenderbeu,2013,METALI NTP ,Viti,3-Nov-13,10000,9956,Not Provided,9956,0,0
1677,VITI,Supply,Unknown,50,Furnizim me material per zyre per te gjitha njesit shpenzuese,2012,ARTI G,Viti,5-Oct-12,9900,9856,0,9856,0,0
1678,VITI,Jobs,Unknown,20,Asfaltimi I rruges Kabash- Varrezat e Deshmoreve,2013,VIZIONI P & ESKAVATORI,Viti,6-Jun-13,100000,99554.36,0,99554.36,0,0
1679,HANI I ELEZIT,Supply,2,34,"Furnizim me dru per komune, shkolla dhe ambulanten e Gorances",2012,AHU NPT,Hani I Elezit,5-Nov-12,8700,8660.82,0,8660.82,0,0
1680,PRISHTINè,Jobs,2,70,Mirembajtja e ndriqimit publik ne rruget e Prishtines - pjesa e II-te,2012,TERMOMONTIMI,Fushe Kosove,30-Jul-12,70000,69683,Not Provided,69683,0,0
1681,PRISHTINè,Design Contest,2,97,hartimi i projektit per shkollen ne Mat,2013,GM ARHITEKTURè,Prishtine,15-Aug-13,30000,29860.5,0,29860.5,0,0
1682,VITI,Jobs,Unknown,40,Ndertimi rrjetit te ndricimit publik ne fshatin Kabash,2014,RIDA NTP,Viti,17-Jul-14,2900,2886.5,0,2886.5,0,0
1683,KACANIK,Jobs,1,56,Ndertimi I murit mbajtes nga materiali gure ne rrugen Bob - Doganaj te shtepia e Shefket Kukes,2013,ADAR NNSH,Kacanik,6-Sep-13,7150,7116.6,Not Provided,7116.6,0,0
1684,FERIZAJ,Supply,2,172,Furnizimi me nje simbol te shqiponjes ne rrethrrotullimin ne rr.''Driton Islami''.,2013,ARCHITECTS LINE GROUP SHPK,Ferizaj,27-Nov-13,10000,9952.15,Not Provided,9952.15,0,0
1685,GJAKOVè,Supply,2,24,"""Furnizim me kompjutera,laptop,aparat fotokopjues dhe printera """,2013,NOBELI,Gjakove,27-May-13,9778,9731,Not Provided,9731,0,0
1686,HANI I ELEZIT,Services,1,45,Vazhdimi I murit te Varrezat e Deshmoreve ne Pustenik,2013,KRAS,Hani I Elezit,29-Nov-13,10000,9951.18,0,9951.18,0,0
1687,HANI I ELEZIT,Supply,1,4,Furnizim me laptope per asambleiste dhe drejtorite komunale,2014,PROMIX NPT,Ferizaj,19-Mar-14,10000,9951,0,9951,0,0
1688,PRISHTINè,Services,"1, 2",198,Mirembajtja e rrugeve dhe trotuareve te qytetit - pjesa e I-re,2010,ZAHIRI,Prishtine,11-Nov-10,95000,94530,Not Provided,94530,0,0
1689,PRISHTINè,Services,"1, 2",94,Organizimi i manifestimi per Diten e Prishtines,2010,THE GROUP,Prishtine,10-Jun-10,20000,19900,Not Provided,19900,-0.01,-0.01
1690,PRISHTINè,Services,"1, 2",193,Riparimi I cisternes 8000 litershe nga autoparku I zjarrefiksave,2010,AUTOSERVIS SIS,Kastriot,1-Nov-10,4000,3980,Not Provided,3980,-0.01,-0.01
1691,PRISHTINè,Services,2,12,Hartimi I projekteve te mbikalimeve ne tri lokacione te ndryshme,2012,ALFA ING,Prishtine,23-May-12,10000,9950,Not Provided,9950,-0.01,-0.01
1692,HANI I ELEZIT,Services,1,47,Punimi I kanalizimit ne Lagjen Uji I Tharte,2013,EURO CONSTRUCTION NNP,Rahovec,22-Nov-13,10000,9950,0,9950,-0.01,-0.01
1693,FERIZAJ,Supply,1,40,Furnizimi me kabine per Trafo 630 kVA dhe furnizimi me Trafo 630 kVA 10/20 ne Zonen Industriale ne Prelez te Muhaxhereve.,2014,ELEKTRO HETA NTSH,Ferizaj,26-May-14,10000,9950,Not Provided,9950,-0.01,-0.01
1694,FERIZAJ,Supply,1,4,Furnizimi me gypsjelles te ujit ne fshatin Neredime L420m,2013,BERISHA COMPANY SHA,Ferizaj,15-Feb-13,10000,9948.92,0,9948.92,-0.01,-0.01
1695,HANI I ELEZIT,Services,"1, 2",37,Shtrim me kubeza ne Lagjen curri - rruga e rezervuarit dhe ne mahallen Quni (lagja e Ujit te Tharte),2014,KEMA COMPANY SHPK,Lipjani,27-Nov-14,10000,9948.85,0,9948.85,-0.01,-0.01
1696,GJILAN,Jobs,2,67,Mirembajtja verore e rrugeve,2012,BEJTA COMMERC,Gjilan,24-Jul-12,210000,208916.98,Not Provided,208916.98,-0.01,-0.01
1697,PRISHTINè,Supply,Unknown,136,Furn. me paisje mjeks. per realizimin e vizitave sistematike ne shkollat fillore ne k.e Prishtines,2014,KOSLABOR,Suhareke,15-Oct-14,5800,5770,Not Provided,5770,-0.01,-0.01
1698,KACANIK,Supply,2,87,Furnizim me teknologji informative per nevojat e Aministrates Komunale,2013,EMIRI NPT,Kacanik,6-Feb-13,5603,5574,Not Provided,5574,-0.01,-0.01
1699,FERIZAJ,Jobs,1,143,Asfaltimi i rruges ''Anton ‚eta'' - pjesa e II-te.,2013,STRASSEN & TIEFBAU NNP,Ferizaj,6-Nov-13,10000,9947.63,Not Provided,9947.63,-0.01,-0.01
1700,VITI,Jobs,Unknown,81,Rregullim i zhveshtores dhe infrastruktures rreth Fushes sportive ne Skifteraj,2014,MERGIMI,Viti,27-Nov-14,9200,9150.9,0,9150.9,-0.01,-0.01
1701,PRISHTINè,Jobs,2,186,Sanimi I rrafshit rrshqites ne Arberi,2011,SOAL & GEOKOS,Prishtine,5-Oct-11,700000,696258,Not Provided,696258,-0.01,-0.01
1702,PRISHTINè,Services,2,128,Organizimi i manifestimit per programin - Vera ne Prishtine,2013,AMC,Prishtine,11-Jul-13,9300,9250,0,9250,-0.01,-0.01
1703,FERIZAJ,Not Provided,2,173,Ndriqimi i rrugeve te pandricuara ne qytet.,2013,BESA NSH,Ferizaj,29-Nov-13,5000,Not Provided,4972.7,4972.7,-0.01,-0.01
1704,FERIZAJ,Supply,1,158,Furnizimi i fermereve me zgjoje(sandek) te bleteve.,2013,BLETA KOMOGLLAVE NTP,Ferizaj,13-Nov-13,10000,9945,Not Provided,9945,-0.01,-0.01
1705,KACANIK,Supply,2,82,Furnizim me veshmbathje per Stafin e Sherbimit te Zjarrfiksave,2013,PUNTEX NPT,Prizren,21-Nov-13,2000,1989,Not Provided,1989,-0.01,-0.01
1706,PRISHTINè,Supply,2,129,Furnizimi me material elektrik dhe te sanitarise per objektin e ri te Zjarrfiks.,2012,TERMOVISION SHPK,Prishtine,14-Nov-12,10000,9944.95,Not Provided,9944.95,-0.01,-0.01
1707,GJAKOVè,Supply,2,33,"""Furnizim me perde trake dhe roletne Zeber""",2013,GENCI ROL,Prishtine,19-Jun-13,3632,3612,Not Provided,3612,-0.01,-0.01
1708,HANI I ELEZIT,Services,"1, 2",29,Furnizim me material elektrik per bartjen e trafos se qytetit nga objekti para deri mbrapa komunes,2011,ELEKTRA NPSH,Hani I Elezit,8-Nov-11,10000,9944,0,9944,-0.01,-0.01
1709,FERIZAJ,Jobs,Unknown,86,Ndertimi dhe vendosja e tabelave ne qytet dhe ne fshatrat e Komunes,2014,BEHARI COMERC NPT,Ferizaj,22-Aug-14,8800,8750,Not Provided,8750,-0.01,-0.01
1710,FERIZAJ,Jobs,1,28,Meremetimi i shkolles fillore ÒJeta e ReÓ ne fshatin Greme.,2014,SHEMA SHPK,Ferizaj,23-Apr-14,350000,347993.49,Not Provided,347993.49,-0.01,-0.01
1711,PRISHTINè,Jobs,"1, 2",224,"Punet instaluese per skaj rruges ""Bill Kllinton""",2010,ELECTRA NTSH,Prishtine,19-Nov-10,60000,59650,Not Provided,59650,-0.01,-0.01
1712,VITI,Supply,Unknown,43,Furnizimi me trafo per ujesjelles per fshatrat Skifteraj dhe Zhiti,2013,ELEKTRO STUBLLA,Viti,3-Sep-13,5120,5090,0,5090,-0.01,-0.01
1713,PRISHTINè,Jobs,"1, 2",165,"Rindertimi I rrugeve ""Bajram Bahtiri"", ""Lidhja e Prizreit""",2010,ABC,Podujeve,6-Oct-10,300000,298241.83,Not Provided,298241.83,-0.01,-0.01
1714,FERIZAJ,Jobs,2,69,Asfaltimi i rr.Talinovc deri ne Fsh.Rahovice -Faza e I-re (projekt dyvjeqar),2011,BAGERI NPSH,Ferizaj,5-Jul-11,200000,198795.35,0,198795.35,-0.01,-0.01
1715,PRISHTINè,Jobs,"1, 2",52,"Ndertimi I rrugeve lokale ne mes rruges ""Tirana"" dhe ""A.Krasniqi""",2010,NENTE VELLEZEREIT,Prishtine,8-Jun-10,825000,820023.91,Not Provided,820023.91,-0.01,-0.01
1716,PRISHTINè,Services,2,165,"Organizimi i festivalit ""Ylberi i Prishtines"" viti 2012",2012,JR SOUND,Prishtine,3-Sep-12,9000,8945.5,Not Provided,8945.5,-0.01,-0.01
1717,PRISHTINè,Supply,2,55,Furnizimi me libra per Biblioteken Hyvzi Sylejmani - objekti i ri,2013,ARTINI,Prishtine,16-Apr-13,75000,74543.6,0,74543.6,-0.01,-0.01
1718,FERIZAJ,Jobs,1,43,Pastrimi i shtratit te lumit Neredime - Dega veriore per eliminimin e vershimeve.,2014,FLO RIMI - FE NPT,Ferizaj,27-May-14,10000,9936,Not Provided,9936,-0.01,-0.01
1719,GJILAN,Services,2,2,Sigurimi fizik i objekteve komunale dhe shkollore te Komunes se Gjilanit,2012,SAS SHPK,Gjilan,1-Mar-12,210000,208639.8,Not Provided,208639.8,-0.01,-0.01
1720,VITI,Supply,Unknown,22,FURNIZIM ME AUTO KOMBI PèR HEMODIJALIZè,2011,METALI,Viti,15-Jul-11,20000,19870,0,19870,-0.01,-0.01
1721,HANI I ELEZIT,Supply,2,35,Furnizim me inventar per aneks-shkollen e Paldenices,2011,MOBEST NNP,Kacanik,20-Oct-11,10000,9935,0,9935,-0.01,-0.01
1722,HANI I ELEZIT,Supply,3,44,Furnizim me material sportiv dhe kulturor,2011,PRO MIX NTP,Ferizaj,21-Nov-11,2000,1987,0,1987,-0.01,-0.01
1723,GJILAN,Supply,2,35,Furnizim me kompjuter dhe paisje tjera,2012,ABI COMPUTERS,Gjilan,17-Apr-12,10000,9934.5,Not Provided,9934.5,-0.01,-0.01
1724,PRISHTINè,Services,2,194,Organizimi I manifestimit te 28 Nentorit Dita e Flamurit,2013,LIGHT DESIGN STUDIO,Podujeve,26-Nov-13,19750,19620,0,19620,-0.01,-0.01
1725,GJILAN,Services,2,18,Pastrimi i objekteve komunale dhe shkollore Lot II.,2012,TONI,Gjilan,2-Apr-12,220000,218536.5,Not Provided,218536.5,-0.01,-0.01
1726,FERIZAJ,Jobs,2,130/A,Ndertimi i ures ne fshatin Neredime e Eperme.,2013,BURIMI NTP,Ferizaj,23-Oct-13,10000,9931.47,Not Provided,9931.47,-0.01,-0.01
1727,PRISHTINè,Services,2,137,Servisimi i automjeteve cistern per B.Zjarrfiksave,2013,SERVIS TOVERLANI,Prishtine,5-Aug-13,10000,9930,0,9930,-0.01,-0.01
1728,PRISHTINè,Services,Unknown,68,Riparimi dhe riaftesimi I sistemit te alarmit publik ne qytetin e Prishtines,2014,MF SYSTEMS,Prishtine,22-Jul-14,10000,9930,Not Provided,9930,-0.01,-0.01
1729,FERIZAJ,Jobs,2,106,Prog.i puneve pub.ne Kos.Miremb.e hapes.pub .LOT-I-Rreth.dhe rreg.oborreve LOT-II-,2011,EURO PARKU NTP,Ferizaj,4-Aug-11,125000,124119.35,0,124119.35,-0.01,-0.01
1730,HANI I ELEZIT,Supply,2,3,"Furnizim me material higjienik per nevoja te komunes, shkollave, QKMF-se, Zjarrfiksave etj.",2011,ATLLAS NTP,Hani I Elezit,23-Feb-11,10000,9929.42,0,9929.42,-0.01,-0.01
1731,VITI,Supply,Unknown,4,Furnizimi me material te imet dhe pajisje teknike per te gjitha njesite shpenzuese te komunes,2013,DIELLZA IMPEX,Viti,15-Feb-13,9700,9631.5,0,9631.5,-0.01,-0.01
1732,KACANIK,Jobs,2,44,Rregullimi I kanalit te ujitjes ne fshatin Nike dhe Reke,2013,MURSELI COMPANY SHPK,Kacanik,24-Sep-13,38000,37724.4,Not Provided,37724.4,-0.01,-0.01
1733,VITI,Jobs,Unknown,39,Pastrimi dhe rregullimi i shtratit te lumit morava e Binces,2011,ENGEENERING,Viti,19-Aug-11,55000,54600,0,54600,-0.01,-0.01
1734,FERIZAJ,Supply,"1, 2",181,"ÒFurnizim me nafte dhe derivate te saj per nevojat e Komunes, shkollave, QKMF, QPS dhe BZ _ Komuna FerizajÓ - kontate kornize",2013,HIB PETROL SHPK,Ferizaj,6-Dec-13,31000,30770,Not Provided,30770,-0.01,-0.01
1735,PRISHTINè,Services,"1, 2",123,Dezinfektimi dhe deratizimi I Institucioneve Parashkollore,2010,DDD,Prishtine,7-Sep-10,9000,8932,Not Provided,8932,-0.01,-0.01
1736,PRISHTINè,Supply,"2, 3",39,Furnizimi me pajisje te TI per implementimin e projektit te EU-se,2013,ERI TRADE,Prishtine,15-Apr-13,10000,9924,0,9924,-0.01,-0.01
1737,GJAKOVè,Supply,2,77,ÒFurnizim me material zyrtarÓ,2014,NOBELI,Gjakove,22-Dec-14,5956,5910.25,Not Provided,5910.25,-0.01,-0.01
1738,PRISHTINè,Jobs,"1, 2",195,"Rindertimi I rrugeve: ""H. Tasimi"", ""I.Jashari"", ""N.Teslla"",""H.Mosi"" dhe""Janina""",2010,SHKOZA F07,Malisheve,17-Nov-10,125000,124039.11,Not Provided,124039.11,-0.01,-0.01
1739,HANI I ELEZIT,Services,"1, 2",46,Asfaltimi I rruges ne Lagjen Curri (rruga e fsh.Curri),2013,MAGJISTRALJA SHPK,Gjilan,18-Nov-13,10000,9922.5,0,9922.5,-0.01,-0.01
1740,HANI I ELEZIT,Services,"1, 2",17,Rregullimi I parkut te Varrezat e Deshmoreve - Pustenik (gjelbrimi dhe sistemi I ujitjes),2014,KRAS SHPK,Hani I Elezit,2-Jun-14,10000,9922.5,0,9922.5,-0.01,-0.01
1741,HANI I ELEZIT,Services,"1, 2",51,Pergatitja e trases per rrugen e Lagjes Kollomoqe,2011,KEMA COMPANY SHPK,Lipjani,12-Dec-11,10000,9922.25,0,9922.25,-0.01,-0.01
1742,FERIZAJ,Jobs,Unknown,113,Riparimi kanalizimit fekal ne fshatin Sazli,2014,ARLINDI,Ferizaj,9-Oct-14,10000,9921.9,Not Provided,9921.9,-0.01,-0.01
1743,PRISHTINè,Jobs,2,37,"Rindertimi I rrugeve I.Asllani""V Maqastena "",""I.Rreci""dhe disa rrugeve tjera",2011,ABC,Podujeve,21-Apr-11,500000,496075.11,Not Provided,496075.11,-0.01,-0.01
1744,VITI,Jobs,Unknown,73,Riparimet neper shkolla faza II,2011,KUSHTRIMI NTSH,Viti,4-Nov-11,4565.6,4529.75,0,4529.75,-0.01,-0.01
1745,VITI,Supply,Unknown,15,Furnizim me gypa _ 52 per shuarjen e zjarrit per nevojat e njesiti te zjarrfiksve,2012,ERMALI COM,Ferizaj,19-Mar-12,2450,2430.75,0,2430.75,-0.01,-0.01
1746,FERIZAJ,Supply,1,22,Furnizimi me material per rregullimin e sheshit ''Agim Matoshi'' ne rr.''Enver Topalli''- Ferizaj.,2014,ATC COM NNP,Kacanik,16-Apr-14,7700,7639.06,Not Provided,7639.06,-0.01,-0.01
1747,KACANIK,Jobs,2,76,Hapja e trases se rruges ne fshatin Semaj e Eperme,2013,MUJA NPY,Kacanik,12-Nov-13,7566.63,7506.5,Not Provided,7506.5,-0.01,-0.01
1748,VITI,Supply,Unknown,65,Furnizimi me meterial te shtypur per te gjitha njesitè shpenzuese,2012,INTERGRAF NTP,Ferizaj,15-Oct-12,9900,9820.9,0,9820.9,-0.01,-0.01
1749,FERIZAJ,Jobs,1,23,Riparimi i kanalizimit fekal ne rr.ÓRexhep DemiriÓ - Ferizaj.,2014,ESKAVATORI COMPANY,Ferizaj,16-Apr-14,3000,2976,Not Provided,2976,-0.01,-0.01
1750,PRISHTINè,Services,Unknown,7,Projekti I veterines mobile,2014,SPANA&VETERINA,Prishtine,18-Apr-14,25000,24800,Not Provided,24800,-0.01,-0.01
1751,FERIZAJ,Services,Unknown,72,Pastrimi i varrezave te qytetit,2014,IDEALI NSHP,Ferizaj,24-Jul-14,2500,2480,Not Provided,2480,-0.01,-0.01
1752,VITI,Jobs,Unknown,59,Asfalltimi i platos ne Statcionin e autobuseve,2014,PAPENBURG & ADRIANI,Ferizaj,3-Oct-14,9920,9840,0,9840,-0.01,-0.01
1753,VITI,Supply,Unknown,15,Furnizimi me foli najloni per serra (foli nga polietileni),2014,AGRO PHARMA NTP,Viti,8-Apr-14,9900,9820.12,0,9820.12,-0.01,-0.01
1754,FERIZAJ,Jobs,Unknown,102,"Riparimi I kanalizimit fekal ne rruge ""Enver Topalli""",2014,ARLINDI,Ferizaj,25-Sep-14,10000,9918.57,Not Provided,9918.57,-0.01,-0.01
1755,PRISHTINè,Supply,"1, 2",232,Furnizimi me toner dhe pajisje komjuterike,2010,BOTEK NT,Prishtine,30-Nov-10,8000,7934.5,Not Provided,7934.5,-0.01,-0.01
1756,FERIZAJ,Jobs,2,163,"Renovimi i sh.f.''Naim Frasheri'' ne Zaskok,sh.f.''Jeronim De Rada'' ne Ferizaj dhe i sh.m.bujqesore ''Zenel Hajdini'' ne Ferizaj.",2013,NOLI S NNP,Ferizaj,22-Nov-13,10000,9918,Not Provided,9918,-0.01,-0.01
1757,GJAKOVè,Supply,2,44,"ÒFurnizim me perde zeber,perde store,perde trake dhe roletne venecianeÓ",2014,GENCI ROL,Prishtine,15-Aug-14,9260.5,9184.36,Not Provided,9184.36,-0.01,-0.01
1758,PRISHTINè,Jobs,"1, 2",164,Rindertimi I rruges ne lagjen Kalabria,2010,EURO GARTEN,Lipjani,6-Oct-10,175000,173541.64,Not Provided,173541.64,-0.01,-0.01
1759,FERIZAJ,Jobs,1,185,Ndricimi i rrugeve te pa ndricuara ne qytet - faza e II-te.,2013,BESA NSH,Ferizaj,11-Dec-13,10000,9916.1,Not Provided,9916.1,-0.01,-0.01
1760,HANI I ELEZIT,Services,"1, 2",52,"Thyerja, zgjerimi I shkalleve te zyret e gjendjes civile dhe shtrimi I pjeses se perparme me beton",2011,KRAS NTP,Hani I Elezit,12-Dec-11,5400,5354.5,0,5354.5,-0.01,-0.01
1761,VITI,Jobs,Unknown,80,Furnizmi me gypa te ujesjellesit _ Debelldeh,2011,VIZIONI BD,Viti,24-Nov-11,7100,7040,0,7040,-0.01,-0.01
1762,GJAKOVè,Services,2,2,ÒMirembajtja e objektve te Komunes se Gjakoves Ó,2014,SFK,Prizren,26-Mar-14,52500,52051.8,Not Provided,52051.8,-0.01,-0.01
1763,PRISHTINè,Supply,Unknown,128,Furnizimi me dy autoambulanca per nevojat e QMU-se,2014,DELFIN & NERA MED,Prishtine,25-Nov-14,120000,118960,Not Provided,118960,-0.01,-0.01
1764,PRISHTINè,Jobs,"1, 2",126,Rregullimi I parkingut per traktoret ne Prishtine,2010,RR &MALIQI,Kamenice,1-Sep-10,30000,29739.5,Not Provided,29739.5,-0.01,-0.01
1765,PRISHTINè,Supply,Unknown,74,"Furnizimi, montimi dhe servisimi i klimave ne Kuvendin Komunal i",2014,AC MONT,Prishtine,4-Aug-14,8000,7930,Not Provided,7930,-0.01,-0.01
1766,VITI,Services,Unknown,80,Sherbimet e shenjezimit dhe vijezimit horizontal,2014,KROSA NSH,Ferizaj,8-Dec-14,9770,9683.8,0,9683.8,-0.01,-0.01
1767,PRISHTINè,Jobs,2,28,Riparimi i ashensoreve ne ndertesat e qytetit per vitin 2013 - faza e V-te,2013,SET ASHENSOR,Prishtine,19-Apr-13,200000,198230,0,198230,-0.01,-0.01
1768,PRISHTINè,Jobs,"1, 2",136,Ndertimi I kanalizimit dhe rruges prapa Gjimnazit GJ. Gazuli,2010,NOTI,Prishtine,29-Sep-10,130000,128847.85,Not Provided,128847.85,-0.01,-0.01
1769,VITI,Jobs,Unknown,21,Rregullimi i Ambulances ne (Ambientin e jashtem) ne fshatine Letnice,2012,VISION PROJECT,Gjilan,27-Apr-12,20000,19821.4,0,19821.4,-0.01,-0.01
1770,HANI I ELEZIT,Services,3,3,Piketimi I kufinjeve nderkomunal,2012,GEODATA NPSH,Kacanik,9-Mar-12,10000,9910,0,9910,-0.01,-0.01
1771,PRISHTINè,Supply,"2, 3",15,Shtypja e broshurave dhe numrave per inventar,2012,KGT,Prishtine,6-Apr-12,10000,9908,Not Provided,9908,-0.01,-0.01
1772,HANI I ELEZIT,Jobs,3,21,Ndertimi i serrave per Kultivimin e produkteve bujqesore per vendet Rurale per Komunat Hani I Elezit dhe Kacanik,2013,DST PRODUCT NPT,Ferizaj,30-Sep-13,70000,69350,0,69350,-0.01,-0.01
1773,FERIZAJ,Jobs,Unknown,101,Pastrimi dhe rregullimi I shtratereve te lumit Neredime dhe ne fshatin Balaj deri te ura e Dudit.,2014,ARLINDI,Ferizaj,22-Sep-14,10000,9907,Not Provided,9907,-0.01,-0.01
1774,GJILAN,Jobs,2,6,Sinjalizimi horizontal dhe vertikal,2012,VIVA PRINT NSH,Gjilan,13-Apr-12,175000,173371.55,Not Provided,173371.55,-0.01,-0.01
1775,PRISHTINè,Services,2,66,Dezinsektimi hapsinor I qytetit,2011,DOCTOR EXTERM,Prishtine,8-Jun-11,120000,118876.8,Not Provided,118876.8,-0.01,-0.01
1776,HANI I ELEZIT,Services,"1, 2",40,Punimi I mureve te rrenuara pergjate rruges Hani I Elezit - Gorance,2011,KONSTRUKSIONI NN,Hani I Elezit,1-Nov-11,10000,9905.7,0,9905.7,-0.01,-0.01
1777,PRISHTINè,Jobs,"1, 2",172,Renovimi I Qendrave Kryesore te Mjeksis Familjare,2010,UNION ENTERIER,Prishtine,6-Oct-10,80000,79243.85,Not Provided,79243.85,-0.01,-0.01
1778,PRISHTINè,Jobs,2,157,Ndertimi I rruges nga Flotacioni ne lagjen Vrajoll te Marecit,2011,PAPENBURG & ADRIANI,Ferizaj,14-Sep-11,525000,519882.73,Not Provided,519882.73,-0.01,-0.01
1779,GJAKOVè,Supply,2,79,"""Furnizim me kompjutera,printera dhe laptop""",2012,KIBERNETIKA,Gjakove,14-Nov-12,9630,9536,Not Provided,9536,-0.01,-0.01
1780,HANI I ELEZIT,Supply,"1, 2",47,Furnizim me material per trafon e qytetit (trafofusha dhe kthina),2011,BAGDAT NTSH,Viti,5-Dec-11,10000,9900,0,9900,-0.01,-0.01
1781,HANI I ELEZIT,Supply,2,4,Furnizim me dhurata te vitit te ri,2012,PRENI COMERCE DPT,Kacanik,1-Mar-12,2500,2475,0,2475,-0.01,-0.01
1782,FERIZAJ,Supply,1,6,Furnizimi dhe ndezja e fishekzjarreve per manifestimin e Dites se Pavaresise 17 Shkurt,2013,EX PROJECT,Ferizaj,15-Feb-13,10000,9900,0,9900,-0.01,-0.01
1783,FERIZAJ,Supply,1,89,Furnizim i fermereve me zgjoje te bleteve,2013,OMAD SHPK,Ferizaj,14-Aug-13,30000,29700,Not Provided,29700,-0.01,-0.01
1784,PRISHTINè,Services,2,106,Trajtimi i qenve endacak,2013,QKSTQE,Prishtine,26-Aug-13,50000,49500,0,49500,-0.01,-0.01
1785,HANI I ELEZIT,Supply,2,36,"Furnizimi dhe montimi i kaldatoreve me lende djegese te ngurte (dru, thengjill) te ngrohjes qendrore ne Shf. ‰ÛÏIlaz ThaÌ_i‰Ûc ‰ÛÒ Hani i Elezit",2013,BAZAMENTI SHPK,Ferizaj,16-Oct-13,10000,9900,0,9900,-0.01,-0.01
1786,FERIZAJ,Services,Unknown,67,"Mirembajtja e kampingut veror""Jezerci 2014"" ne Jezerc",2014,GJELLTORE BUDAKU DPH,Ferizaj,16-Jul-14,8000,7920,Not Provided,7920,-0.01,-0.01
1787,FERIZAJ,Services,Unknown,128,Ndryshimi dhe plotesimi I planiturban z.8,2014,INSI SHPK,Prishtine,24-Oct-14,10000,9900,Not Provided,9900,-0.01,-0.01
1788,VITI,Supply,Unknown,32,Furnizimi me dru per djegje per nevojat e shkollave dhe QKMF-s,2013,DARDANI NTSH,Kacanik,15-Aug-13,115000,113841,0,113841,-0.01,-0.01
1789,FERIZAJ,Jobs,1,145,Rregullimi i rrjetit te kanalizimit fekal ne lagjen Bajraktari te fsh.Dremjak - Ferizaj.,2013,ENISI NPSH,Ferizaj,6-Nov-13,10000,9898,Not Provided,9898,-0.01,-0.01
1790,VITI,Jobs,Unknown,21,Shtruarja e rruges me zhavor Buzovik -Kolishte,2011,VISION PROJECT,Gjilan,27-Jun-11,20000,19795,0,19795,-0.01,-0.01
1791,GJAKOVè,Jobs,2,14,"""Ndertimi I infrastruktures rrugore ne ""Qarshine e madhe "" ne Gjakove""",2013,RSM COMPANY,Prishtine,28-Jun-13,222222.8,219945,Not Provided,219945,-0.01,-0.01
1792,PRISHTINè,Jobs,Unknown,28,Sanimi I kanalizimit fekal te Sheshi Nena Tereze,2014,NENTE VELLEZEREIT,Prishtine,29-Apr-14,9970.43,9868.2,Not Provided,9868.2,-0.01,-0.01
1793,FERIZAJ,Jobs,1,210,Rregullimi i kanalizimit fekal ne lagjen e Kozhaneve dhe Elezaj ne fsh.Talinoc i Jerlive.,2013,BERISHA COMPANY SHA,Ferizaj,20-Dec-13,10000,9897,Not Provided,9897,-0.01,-0.01
1794,VITI,Supply,Unknown,65,"Furnizimi me pajisje per laborator te lendeve Kimi, Fizike dhe Biologji per sh.m ""Kuvendi i Lezhes"" ne Viti",2013,ARTI G,Viti,29-Nov-13,9999,9895,0,9895,-0.01,-0.01
1795,PRISHTINè,Services,Unknown,98,"Organizimi I festivalit ""Ylberi I Prishtines""-pjesa teknike",2014,LIGHT PRODUCTION,Podujeve,5-Sep-14,9992,9888,Not Provided,9888,-0.01,-0.01
1796,PRISHTINè,Supply,2,71,Blerja dhe montimi I trafostacionit 150 kv ne Germi,2012,NDRI‚IMI,Prishtine,16-Jul-12,20000,19784,Not Provided,19784,-0.01,-0.01
1797,PRISHTINè,Services,2,200,"Ndrrimi I valvulave - ventilave shqyrtimi hidrost., atestimi I bombolave te ajrit",2013,TEKNIKU,Gjakove,9-Dec-13,4600,4550,0,4550,-0.01,-0.01
1798,FERIZAJ,Services,1,45,Rregullimi i sheshit ''Adem Jashari'' per percjelljen e kampionatit boteror ne futboll ''Brazili 2014''.,2014,SFX VISUALS NSH,Kacanik,3-Jun-14,10000,9890,Not Provided,9890,-0.01,-0.01
1799,FERIZAJ,Services,Unknown,125,Ndryshimi dhe plotesimi I planiturban z.I,2014,SHT INS SHPK,Prishtine,20-Oct-14,10000,9890,Not Provided,9890,-0.01,-0.01
1800,VITI,Jobs,Unknown,33,Rregullimi i nxemjes qendrore ne Shkolla,2011,AL RIZA,Kllokot,22-Jul-11,20000,19779,0,19779,-0.01,-0.01
